trait_coding_logic,trait_visual_creativity,trait_math_analytical,trait_leadership_strategy,trait_physical_mechanical,trait_empathy_caregiving,trait_writing_argument,trait_teaching_mentoring,trait_scientific_inquiry,trait_risk_operations,career_category
1.26,0.0,1.96,5.64,0.0,3.08,6.76,4.12,5.04,4.51,Lawyer
0.0,2.26,2.27,5.48,7.81,3.96,2.59,6.71,3.5,3.84,Sports Professional
3.07,2.81,4.51,2.97,5.7,1.28,2.23,2.17,2.84,3.49,Engineer
1.94,0.88,1.74,2.99,1.48,8.35,2.99,3.39,6.63,3.09,Healthcare Professional
3.59,2.08,6.52,1.88,0.36,1.27,1.66,2.08,4.62,4.62,Analyst
2.27,7.79,1.63,3.64,2.56,1.62,0.43,1.68,4.43,1.29,Designer
3.06,1.55,5.28,1.83,6.74,0.48,2.77,3.62,2.3,4.14,Engineer
0.02,1.03,3.18,4.22,2.99,6.55,1.79,5.17,5.34,2.45,Healthcare Professional
7.02,1.09,5.81,3.76,0.0,0.97,2.58,1.61,2.9,0.83,Developer
5.04,1.12,8.19,2.03,1.06,1.4,3.93,0.82,1.45,4.31,Analyst
7.03,3.44,4.87,0.23,0.0,1.55,0.85,3.08,1.13,3.53,Developer
5.81,2.6,5.36,2.1,1.19,0.32,1.71,0.78,3.97,2.02,Developer
1.25,0.81,3.87,3.89,1.29,8.48,3.29,3.58,5.73,2.98,Healthcare Professional
1.21,7.26,1.8,2.25,1.36,1.89,4.09,1.54,0.46,2.24,Designer
1.53,2.82,3.05,7.68,1.11,1.45,4.07,5.4,2.17,6.7,Manager
4.95,2.25,7.52,3.42,0.0,2.97,3.81,1.94,3.37,4.93,Analyst
1.5,0.4,2.45,3.8,9.06,3.15,0.53,5.32,3.23,1.35,Sports Professional
7.52,2.95,6.81,2.36,2.94,0.31,2.79,1.67,4.97,1.27,Developer
0.95,1.7,2.76,4.22,7.43,2.33,1.14,4.92,1.72,3.53,Sports Professional
1.42,8.59,2.92,2.54,2.96,1.87,1.4,3.23,1.46,2.32,Designer
1.57,2.29,3.7,6.52,2.45,2.8,5.22,4.02,2.37,6.68,Manager
2.12,3.03,2.27,4.87,7.39,3.76,1.4,5.11,2.04,2.51,Sports Professional
1.02,1.1,3.62,3.59,2.19,9.55,3.69,4.9,8.31,2.37,Healthcare Professional
0.42,7.77,1.13,2.07,2.79,0.0,1.78,1.5,1.66,2.17,Designer
4.38,0.75,4.52,4.16,0.0,2.23,5.93,1.81,7.32,4.8,Researcher
4.12,2.4,7.91,3.72,2.08,1.24,4.17,1.36,4.34,6.13,Analyst
2.45,3.51,3.38,4.99,8.34,2.59,2.69,3.35,0.84,2.12,Sports Professional
1.73,2.02,2.73,8.56,1.47,2.57,3.54,5.25,2.82,5.9,Manager
3.11,2.36,4.06,8.55,0.13,1.85,6.18,4.43,3.0,7.37,Manager
2.47,0.42,1.35,6.33,1.52,4.27,6.76,3.38,5.55,5.11,Lawyer
1.99,3.52,3.18,3.29,0.89,6.39,5.96,8.01,2.85,1.27,Educator
4.01,2.24,7.05,2.28,0.0,2.52,3.46,2.71,4.66,3.76,Analyst
4.06,2.67,5.33,1.74,2.23,2.22,4.73,4.93,8.44,2.29,Researcher
2.8,3.14,2.37,7.8,0.46,2.12,4.95,6.42,2.68,6.77,Manager
0.09,1.31,2.04,3.57,0.25,8.08,2.97,3.92,6.98,1.27,Healthcare Professional
5.22,2.83,8.33,3.0,0.0,3.03,4.62,1.79,3.17,5.05,Analyst
0.77,3.42,1.48,4.5,1.18,5.16,5.75,7.47,2.26,2.43,Educator
2.73,9.11,0.63,1.46,2.24,1.08,1.78,2.92,0.84,1.23,Designer
2.25,2.69,6.78,0.32,8.08,2.06,2.36,1.94,3.34,2.79,Engineer
0.04,1.03,2.95,3.62,0.57,7.49,2.14,3.93,4.83,2.3,Healthcare Professional
3.46,1.21,8.19,4.28,2.24,0.29,3.77,1.4,2.98,4.08,Analyst
4.16,1.75,3.18,2.42,0.69,2.63,4.11,3.58,7.88,0.83,Researcher
1.4,1.49,4.94,5.7,0.12,2.89,8.45,3.43,4.3,5.85,Lawyer
1.46,7.43,1.23,1.51,2.18,1.3,1.29,3.59,2.29,0.23,Designer
1.37,1.88,3.33,2.51,1.25,5.53,5.41,7.59,3.39,2.8,Educator
5.83,1.06,7.79,2.64,1.32,2.74,2.8,1.64,3.98,2.9,Analyst
2.83,2.16,6.17,3.03,7.9,0.96,1.62,2.37,3.39,4.62,Engineer
1.4,1.83,3.54,3.16,0.68,8.46,2.76,2.7,7.24,2.98,Healthcare Professional
2.25,2.45,2.87,4.93,1.88,1.81,8.36,4.9,3.01,5.82,Lawyer
1.34,3.89,2.06,4.54,0.83,6.31,4.99,8.98,2.65,1.5,Educator
2.67,2.77,5.21,2.05,2.38,0.15,3.87,4.74,7.88,2.62,Researcher
4.56,2.74,5.94,2.58,0.94,2.15,2.83,1.07,3.51,3.53,Analyst
2.79,1.64,3.1,3.02,1.64,8.28,3.2,3.7,3.76,2.92,Healthcare Professional
2.12,2.8,0.89,3.31,1.47,9.01,1.83,3.05,4.71,2.23,Healthcare Professional
3.43,2.46,6.26,2.23,8.71,0.66,0.46,4.47,3.21,4.18,Engineer
2.71,2.66,5.16,4.12,1.94,2.23,5.4,2.45,9.11,3.28,Researcher
1.84,8.37,1.44,2.21,2.2,0.84,3.2,2.05,2.94,1.32,Designer
0.72,7.23,2.18,2.29,1.63,1.23,3.34,2.06,2.63,0.0,Designer
1.39,0.0,2.88,6.94,0.0,3.17,6.47,3.52,4.99,4.72,Lawyer
2.37,7.46,3.34,1.86,2.06,2.81,3.43,0.73,2.4,2.27,Designer
1.86,1.95,3.38,3.82,1.94,7.54,5.0,8.21,2.53,2.43,Educator
1.24,1.38,2.45,3.45,1.81,6.67,0.88,4.71,4.9,2.75,Healthcare Professional
4.86,2.74,6.53,2.38,7.76,1.84,1.1,2.24,4.13,4.39,Engineer
2.68,2.43,2.13,5.22,2.49,1.41,8.43,1.9,4.23,5.53,Lawyer
1.78,0.46,1.19,3.89,2.21,6.07,5.1,8.18,4.15,3.84,Educator
2.07,0.64,1.45,3.78,6.31,2.52,1.95,3.52,0.89,2.54,Sports Professional
2.37,1.3,2.44,3.83,0.53,6.79,4.42,7.88,2.26,2.17,Educator
1.27,1.39,1.03,3.35,8.15,3.07,3.08,3.78,1.74,2.52,Sports Professional
0.35,2.31,2.81,2.71,1.71,7.91,2.12,3.23,6.89,1.94,Healthcare Professional
1.97,7.55,1.84,2.64,2.65,2.01,2.59,3.35,1.72,2.43,Designer
1.5,1.58,4.13,5.14,0.0,3.04,7.54,5.68,5.35,4.53,Lawyer
4.77,3.04,5.04,3.66,1.37,2.52,5.5,2.35,8.69,3.54,Researcher
6.06,2.92,7.32,0.27,1.17,0.4,2.38,1.52,2.42,2.44,Developer
0.87,1.09,2.99,4.18,0.0,2.55,5.51,3.33,4.16,5.49,Lawyer
3.26,3.34,3.09,5.69,0.8,1.42,4.19,4.58,2.06,6.97,Manager
4.14,1.95,6.69,2.2,0.67,0.93,3.12,1.71,3.95,3.04,Analyst
1.61,1.0,2.44,1.46,1.61,6.44,4.36,3.23,7.0,4.14,Healthcare Professional
4.89,0.94,7.39,2.43,2.18,0.86,2.76,0.0,5.06,3.54,Analyst
4.12,2.92,7.78,2.46,1.23,1.66,1.64,1.69,4.95,3.91,Analyst
1.66,1.69,2.34,1.98,2.6,6.56,2.77,4.76,6.49,2.15,Healthcare Professional
2.16,1.73,4.75,7.18,2.36,2.39,3.99,3.7,1.92,6.32,Manager
1.28,0.92,2.18,3.49,8.04,2.69,1.47,4.53,2.61,4.1,Sports Professional
1.04,1.09,3.52,5.28,0.78,3.31,8.22,2.56,4.48,5.39,Lawyer
1.8,3.54,1.98,4.78,6.1,2.61,1.37,3.73,1.41,2.0,Sports Professional
3.47,3.2,6.7,3.55,8.0,1.54,1.6,1.48,4.2,2.48,Engineer
4.95,2.14,7.79,3.57,2.1,2.7,3.04,2.5,4.71,3.94,Analyst
2.4,1.55,2.87,8.85,0.0,2.17,3.88,4.19,2.32,6.67,Manager
3.3,1.74,5.23,2.23,1.58,2.15,3.07,2.8,5.79,6.04,Analyst
0.7,1.82,2.06,2.28,1.4,8.42,2.64,3.88,6.62,2.84,Healthcare Professional
0.46,1.62,2.28,4.99,8.34,3.81,1.85,3.19,2.04,1.71,Sports Professional
1.01,1.33,2.89,7.95,0.91,1.61,4.24,4.13,3.01,5.62,Manager
5.61,3.98,8.7,1.8,0.37,1.36,4.61,1.85,2.31,4.05,Analyst
0.81,0.0,3.59,6.79,0.29,1.68,3.88,4.49,1.2,6.3,Manager
1.75,8.87,1.01,1.44,0.14,0.6,1.44,2.9,1.37,1.61,Designer
0.95,1.32,2.44,4.6,8.68,4.49,1.55,4.13,0.79,2.97,Sports Professional
1.89,2.57,2.86,3.46,2.44,7.24,2.16,4.68,5.55,3.38,Healthcare Professional
2.59,8.21,2.9,2.52,1.23,1.08,2.78,2.52,3.26,2.57,Designer
5.24,2.13,6.49,2.57,0.24,1.64,2.23,2.02,4.18,4.45,Analyst
0.74,2.61,2.18,4.05,7.52,1.76,3.01,4.39,3.29,2.1,Sports Professional
2.59,2.11,3.61,2.19,3.59,9.24,1.74,3.57,7.13,4.12,Healthcare Professional
2.33,2.37,3.26,7.29,0.59,2.92,9.19,1.08,4.89,5.65,Lawyer
2.25,0.27,2.27,7.34,2.52,3.77,10.0,4.02,4.96,4.18,Lawyer
3.48,3.74,7.1,2.77,7.23,0.89,2.78,1.97,3.0,4.09,Engineer
3.7,2.34,5.15,2.96,8.43,1.79,1.77,2.33,5.0,3.96,Engineer
1.28,9.26,1.79,0.82,1.67,0.73,3.1,3.99,1.29,1.8,Designer
9.13,2.3,4.74,0.91,0.02,0.29,1.67,0.23,3.01,2.81,Developer
0.66,2.96,2.03,2.7,6.74,3.38,2.91,5.05,2.69,4.83,Sports Professional
4.84,1.52,4.64,0.79,0.62,2.87,5.53,3.54,9.57,1.49,Researcher
4.01,0.73,8.15,3.61,0.0,2.24,4.51,2.0,2.76,4.61,Analyst
1.13,1.05,2.06,3.44,1.93,6.59,0.63,3.49,4.57,0.82,Healthcare Professional
4.79,2.78,7.58,3.39,1.55,1.18,3.81,2.08,3.4,4.07,Analyst
2.37,0.36,3.69,6.12,0.59,1.51,8.3,2.71,5.59,6.12,Lawyer
1.79,1.37,2.38,3.79,0.0,5.32,4.48,9.14,2.83,2.4,Educator
0.8,3.33,3.31,2.61,2.46,8.88,2.59,4.35,6.08,1.91,Healthcare Professional
8.15,2.16,7.05,1.14,1.2,1.84,0.72,0.0,1.63,3.14,Developer
2.26,7.83,2.85,0.62,0.16,1.66,2.06,1.44,0.41,1.52,Designer
6.56,2.98,6.57,2.15,1.9,0.32,0.72,2.85,2.71,1.77,Developer
2.9,1.37,1.65,5.04,10.61,3.36,1.42,3.02,0.46,2.51,Sports Professional
1.21,1.76,2.24,7.06,1.38,1.75,2.61,7.09,2.24,6.6,Manager
1.65,0.66,4.33,3.62,2.8,7.03,3.55,3.72,5.45,3.06,Healthcare Professional
1.59,2.69,3.14,3.2,2.45,6.74,4.71,8.42,4.05,1.97,Educator
4.23,2.32,7.73,2.94,7.72,0.32,1.91,2.1,2.79,2.74,Engineer
5.58,2.79,8.0,3.05,0.45,3.17,3.04,2.27,2.92,3.66,Analyst
2.27,1.79,4.22,6.59,0.85,1.94,5.1,4.69,3.57,5.29,Manager
0.66,3.23,2.47,4.3,1.88,6.94,2.07,2.85,5.23,1.7,Healthcare Professional
1.68,1.53,1.7,1.08,2.27,7.25,2.89,3.3,6.12,2.16,Healthcare Professional
0.82,1.6,2.89,6.24,2.41,2.01,7.58,2.0,4.32,5.37,Lawyer
2.16,0.05,2.39,4.77,1.17,1.31,6.22,3.29,2.51,5.23,Lawyer
4.76,3.35,5.82,2.76,6.35,2.79,1.23,1.77,3.59,2.9,Engineer
6.97,2.8,6.63,1.1,0.38,0.0,2.09,3.34,3.25,1.98,Developer
2.85,3.4,4.55,3.01,6.26,0.68,1.04,3.71,2.29,2.89,Engineer
1.08,2.27,2.79,6.84,0.51,2.73,8.57,2.85,6.98,5.61,Lawyer
3.73,2.73,4.21,3.14,1.5,3.26,5.78,3.61,8.21,3.6,Researcher
3.61,1.94,6.08,2.83,0.0,1.25,2.67,2.25,3.0,3.96,Analyst
0.58,1.24,1.79,4.18,7.83,2.29,1.09,5.4,2.01,2.45,Sports Professional
1.73,1.35,3.79,4.76,2.14,7.75,3.45,5.26,5.21,2.09,Healthcare Professional
2.24,1.64,6.77,2.77,8.97,0.73,1.67,1.63,3.21,2.41,Engineer
0.59,3.11,0.97,4.73,1.9,6.67,4.08,8.46,1.94,2.13,Educator
1.71,8.21,2.09,2.02,0.82,1.23,2.5,0.76,1.58,1.85,Designer
0.0,1.09,3.28,6.1,2.0,2.77,3.48,5.65,3.3,6.4,Manager
3.15,2.62,6.81,1.96,7.02,1.02,2.79,0.77,3.95,2.58,Engineer
7.97,2.95,5.5,1.87,2.44,0.74,2.12,0.52,2.22,2.09,Developer
1.73,8.48,1.16,1.03,0.49,3.34,2.98,2.27,1.05,2.06,Designer
1.46,2.13,2.15,4.19,7.95,2.0,2.0,4.06,0.99,3.18,Sports Professional
0.7,1.67,5.14,3.29,2.13,7.94,1.29,4.08,6.09,1.63,Healthcare Professional
0.81,1.78,2.91,4.46,8.74,0.77,1.52,3.77,0.0,2.59,Sports Professional
3.81,3.18,4.95,2.06,7.86,2.09,1.26,0.17,3.05,3.91,Engineer
6.38,1.88,4.85,2.31,0.73,2.12,1.39,1.75,2.25,3.93,Developer
3.12,1.89,6.18,2.55,8.46,0.63,0.22,1.67,2.04,3.37,Engineer
0.32,2.7,3.19,4.04,8.32,2.82,1.45,4.22,2.12,1.67,Sports Professional
1.62,0.37,3.1,7.73,1.39,1.82,4.61,4.4,2.01,6.73,Manager
4.73,2.09,5.19,3.05,8.95,1.37,3.13,3.51,2.67,3.84,Engineer
1.7,1.54,2.21,2.29,1.58,7.2,2.88,8.12,3.6,3.23,Educator
3.31,2.85,5.99,3.23,6.76,0.0,1.12,2.96,3.36,3.08,Engineer
0.0,3.57,3.02,7.14,1.23,2.56,5.76,3.01,2.74,7.17,Manager
3.35,9.15,1.1,2.93,0.91,0.0,2.12,2.36,1.58,1.22,Designer
0.79,2.36,1.37,3.97,1.55,5.68,4.69,6.55,2.14,1.47,Educator
0.62,2.86,3.92,7.84,1.7,1.62,3.66,5.23,0.79,4.57,Manager
1.91,0.85,1.33,5.12,1.02,3.76,8.82,3.24,5.37,4.68,Lawyer
3.16,2.23,3.42,7.14,0.73,3.9,9.01,3.1,6.23,5.4,Lawyer
1.4,4.19,3.26,5.07,1.92,6.07,4.87,8.2,3.73,1.62,Educator
7.03,2.94,6.67,0.5,0.67,0.86,0.74,2.03,2.35,1.82,Developer
1.18,0.73,2.41,3.41,2.84,7.71,2.44,4.6,5.84,2.23,Healthcare Professional
0.0,1.83,2.84,4.74,0.54,2.9,7.67,3.32,4.14,4.48,Lawyer
8.26,2.17,2.88,1.16,0.07,0.0,0.89,1.6,4.2,2.28,Developer
2.08,7.99,4.33,0.8,0.0,1.8,2.16,2.28,2.53,2.66,Designer
6.09,3.72,4.95,1.95,0.0,0.0,3.29,1.19,4.31,1.93,Developer
2.0,3.85,1.38,4.34,6.89,4.67,0.66,4.14,2.71,1.88,Sports Professional
1.61,1.38,2.14,3.49,2.6,7.7,2.56,3.48,5.01,2.05,Healthcare Professional
4.89,2.21,8.19,2.98,1.65,2.72,3.8,1.86,2.49,6.0,Analyst
1.56,1.87,3.24,9.04,1.38,3.77,5.14,6.03,1.03,7.03,Manager
0.28,4.28,2.94,5.34,2.28,6.35,4.22,8.34,4.3,3.24,Educator
2.33,1.56,2.29,4.26,0.73,4.2,3.46,7.94,2.78,2.48,Educator
2.38,8.76,2.48,0.41,2.4,2.34,3.25,2.34,2.2,2.43,Designer
0.29,2.43,2.33,3.47,9.61,2.89,0.0,4.84,0.0,3.44,Sports Professional
4.34,1.78,8.55,2.06,1.52,1.19,4.75,2.67,4.62,3.97,Analyst
4.36,2.91,7.34,4.61,1.12,2.46,3.72,1.97,2.97,4.8,Analyst
4.81,2.31,7.96,3.49,0.0,0.62,3.21,1.35,6.54,4.96,Analyst
2.19,3.73,3.64,6.88,0.83,2.37,4.91,3.18,2.01,7.95,Manager
4.37,3.44,6.46,2.72,8.21,0.0,2.19,2.05,3.69,2.92,Engineer
3.51,1.87,7.62,3.02,4.21,0.56,0.75,1.28,3.37,3.32,Engineer
4.98,2.0,5.53,2.29,1.34,2.35,6.69,3.42,7.68,2.34,Researcher
5.64,2.29,8.28,2.35,3.41,0.96,4.57,1.94,2.01,4.93,Analyst
5.34,0.46,4.17,1.1,1.25,3.63,5.97,3.36,8.01,2.71,Researcher
0.82,1.35,1.89,2.95,3.68,8.89,2.01,4.03,4.83,1.63,Healthcare Professional
0.17,2.28,3.63,7.8,0.32,0.99,3.57,4.41,3.07,8.14,Manager
3.65,2.04,5.07,2.2,8.13,1.04,3.31,2.69,4.09,1.55,Engineer
8.12,3.02,4.78,0.0,0.65,1.9,3.25,2.14,3.39,2.34,Developer
1.81,2.59,6.3,0.53,9.25,1.28,2.6,0.95,4.12,3.98,Engineer
3.79,1.75,6.65,2.05,0.85,1.86,3.85,1.58,4.7,5.34,Analyst
7.0,4.8,4.99,1.67,2.39,2.81,3.86,2.59,3.92,2.53,Developer
4.64,4.7,7.52,1.42,7.13,0.98,1.92,2.06,5.67,2.03,Engineer
3.21,3.97,6.44,2.7,0.0,1.14,3.38,1.26,4.03,4.26,Analyst
0.21,2.51,4.47,2.08,1.06,8.04,3.36,2.98,6.2,1.97,Healthcare Professional
1.91,2.96,3.36,7.83,1.41,1.81,10.06,3.39,3.55,7.09,Lawyer
6.76,2.72,5.72,1.04,0.58,1.21,0.7,0.23,2.35,1.81,Developer
0.85,1.47,2.5,5.92,1.67,2.2,8.2,3.71,4.21,4.34,Lawyer
0.0,2.36,1.36,5.13,0.59,0.74,7.01,3.72,4.19,4.76,Lawyer
1.14,3.6,2.6,3.24,1.07,7.24,6.37,8.29,2.49,2.39,Educator
0.02,1.59,0.74,2.76,2.97,7.35,2.66,3.52,5.23,3.37,Healthcare Professional
3.82,2.53,5.81,2.17,9.31,0.26,2.84,2.0,3.45,4.06,Engineer
3.75,2.09,7.34,3.2,0.0,0.73,1.53,1.77,4.59,4.05,Analyst
7.85,3.48,7.31,2.42,1.22,1.94,2.13,1.52,2.68,3.41,Developer
1.04,2.82,2.45,8.47,0.77,3.52,2.63,6.09,1.67,6.16,Manager
2.99,2.24,4.7,2.33,1.99,1.81,5.33,3.36,8.86,2.58,Researcher
1.26,2.2,2.83,2.59,1.69,5.93,2.75,2.91,6.57,2.42,Healthcare Professional
2.87,1.14,5.39,2.02,3.3,0.77,6.06,4.04,7.31,2.13,Researcher
6.01,1.83,7.87,1.72,0.68,0.13,2.82,1.73,3.77,3.94,Analyst
2.13,0.67,3.67,7.44,2.31,3.94,8.5,3.34,4.14,4.98,Lawyer
1.63,1.43,2.94,8.26,1.89,2.71,4.71,5.01,2.12,6.34,Manager
4.09,0.2,6.91,1.63,1.56,0.89,3.8,3.26,4.2,4.31,Analyst
1.79,2.45,2.64,4.71,1.7,4.85,4.0,7.93,2.7,2.31,Educator
2.68,1.33,2.49,4.53,0.88,6.7,5.13,9.11,3.72,2.76,Educator
2.51,0.75,3.13,1.57,1.84,2.91,6.27,3.15,8.1,3.76,Researcher
0.95,1.27,4.86,6.22,0.0,0.96,2.61,4.85,1.68,6.3,Manager
3.77,0.86,4.51,2.67,0.0,1.23,5.16,4.33,7.8,3.41,Researcher
1.29,1.3,2.42,3.28,3.54,7.19,4.22,5.08,7.23,2.78,Healthcare Professional
5.25,2.33,4.47,2.45,0.76,3.62,4.87,3.33,7.25,3.16,Researcher
3.06,2.87,2.82,4.22,0.36,5.2,4.45,7.96,3.53,1.9,Educator
1.73,1.56,3.53,7.91,0.0,1.99,5.07,6.09,1.88,6.54,Manager
2.19,7.96,1.61,2.35,0.67,0.41,3.62,2.65,2.06,3.0,Designer
1.69,2.12,5.02,4.84,2.62,8.51,3.47,3.47,5.49,3.11,Healthcare Professional
2.12,1.49,2.34,5.48,2.64,2.66,9.2,3.72,4.09,5.53,Lawyer
3.4,1.32,6.3,1.0,1.69,1.43,4.75,2.84,7.88,3.16,Researcher
1.15,2.05,4.26,4.26,0.53,5.3,4.16,8.33,3.44,2.68,Educator
1.23,2.72,3.19,5.56,1.84,2.21,7.55,3.85,5.95,5.77,Lawyer
8.01,3.37,5.2,0.95,0.02,0.26,4.65,2.62,1.78,0.81,Developer
1.7,1.65,4.89,7.89,0.42,2.42,3.74,2.71,2.84,7.49,Manager
1.59,4.09,0.86,3.43,1.87,6.08,2.65,7.79,5.23,2.72,Educator
7.56,0.68,6.8,1.04,1.05,0.72,3.03,0.0,2.99,1.9,Developer
2.87,7.73,0.44,3.76,1.45,0.83,2.88,3.05,1.98,2.65,Designer
3.85,8.13,0.73,1.42,1.09,0.58,3.27,2.73,0.96,2.15,Designer
0.0,0.99,1.58,4.92,8.08,1.82,0.35,4.88,1.82,3.95,Sports Professional
2.0,2.05,2.21,5.5,8.85,3.89,2.56,5.72,0.91,4.52,Sports Professional
2.99,7.65,1.94,2.43,2.48,1.2,3.87,0.08,2.68,0.74,Designer
5.68,1.49,7.86,2.44,1.38,0.91,3.1,3.0,2.66,3.3,Analyst
1.59,1.91,2.76,5.57,0.0,3.49,8.69,3.23,3.69,5.16,Lawyer
3.34,1.49,8.93,3.75,0.44,0.0,2.81,1.74,3.28,4.98,Analyst
1.64,1.2,4.72,2.13,1.41,2.25,4.98,3.81,6.77,3.72,Researcher
0.53,3.57,3.32,4.41,1.8,6.27,4.03,10.25,2.74,2.12,Educator
0.67,2.5,0.61,5.64,7.0,1.77,3.1,4.5,1.72,3.91,Sports Professional
1.46,1.6,4.28,3.83,1.23,6.55,5.5,7.38,4.07,2.23,Educator
2.37,1.84,2.65,3.83,2.12,7.99,5.14,7.4,2.93,3.76,Educator
7.48,3.24,6.75,2.0,1.01,0.0,1.04,1.23,2.45,1.83,Developer
4.37,2.23,4.97,1.32,6.68,1.31,2.47,2.54,2.16,3.0,Engineer
8.18,2.75,5.59,1.44,0.32,0.75,0.48,1.41,2.11,1.01,Developer
2.65,1.35,7.0,2.34,1.12,1.83,2.99,1.48,1.73,3.98,Analyst
3.41,3.59,4.61,0.44,3.21,3.41,6.06,3.19,8.31,1.87,Researcher
4.5,2.16,6.54,2.03,1.0,1.32,4.15,2.2,4.27,4.51,Analyst
4.29,2.33,5.63,1.31,7.97,2.19,4.31,2.35,3.45,2.17,Engineer
1.2,1.83,2.16,3.1,7.84,0.97,1.06,4.42,3.09,2.98,Sports Professional
8.03,0.0,6.09,1.68,0.98,0.65,3.01,2.35,2.3,2.37,Developer
0.93,0.34,1.56,4.02,7.99,4.36,3.51,4.29,0.87,1.83,Sports Professional
2.26,0.41,4.74,2.29,0.48,2.97,5.54,4.09,8.85,4.21,Researcher
0.46,2.47,1.96,5.57,9.01,3.98,1.52,4.77,1.13,1.37,Sports Professional
0.0,1.3,2.5,3.89,9.46,4.09,1.59,4.26,4.0,3.26,Sports Professional
0.18,1.98,2.27,5.2,6.88,2.43,2.53,3.17,2.1,2.53,Sports Professional
0.12,1.49,3.1,2.93,3.15,8.72,1.21,5.38,3.53,4.44,Healthcare Professional
7.81,2.06,4.89,1.53,0.02,0.02,2.61,0.47,3.6,2.42,Developer
2.31,0.65,2.79,6.17,1.51,1.61,9.04,1.67,5.69,5.5,Lawyer
4.44,1.48,3.57,1.6,1.67,3.03,5.03,1.67,6.85,3.32,Researcher
3.34,2.38,3.08,6.76,0.95,3.42,6.16,3.37,2.62,5.15,Lawyer
1.05,1.97,1.91,3.05,1.74,5.71,4.12,6.73,2.73,3.53,Educator
2.79,3.2,4.84,1.06,1.31,2.81,8.0,1.6,6.92,4.17,Researcher
1.08,1.18,4.33,3.67,1.42,8.38,3.64,2.75,5.08,2.49,Healthcare Professional
0.13,1.16,2.91,3.44,0.9,5.03,4.8,8.2,3.11,1.98,Educator
1.67,2.87,1.83,6.82,0.44,1.74,8.92,2.71,4.84,4.56,Lawyer
2.13,2.11,3.17,4.32,1.44,5.07,5.12,8.27,1.62,1.63,Educator
0.13,2.45,2.4,2.6,1.72,7.44,1.88,3.22,7.26,3.11,Healthcare Professional
2.25,5.59,0.42,1.84,1.57,1.17,1.08,1.26,2.35,2.02,Designer
0.32,2.78,2.46,4.72,8.95,3.24,2.16,4.39,1.36,1.86,Sports Professional
0.11,1.95,3.03,2.38,3.19,6.9,2.17,3.54,6.55,2.54,Healthcare Professional
3.01,2.58,6.46,4.65,7.6,2.36,2.32,1.91,3.63,1.9,Engineer
4.7,1.93,8.67,2.86,0.25,0.89,3.61,2.94,4.0,6.21,Analyst
3.7,4.29,3.73,1.79,0.27,2.39,5.39,3.09,8.05,2.63,Researcher
1.82,2.3,3.93,7.76,0.45,1.77,4.83,5.46,0.97,5.12,Manager
1.73,3.19,1.16,5.66,8.08,3.62,2.61,4.91,1.02,3.36,Sports Professional
1.37,1.08,1.89,2.13,1.18,8.01,2.67,3.87,5.96,1.55,Healthcare Professional
4.52,3.62,7.04,2.28,6.6,1.89,0.77,3.75,3.53,2.05,Engineer
0.84,8.05,2.82,2.38,1.45,0.0,1.77,2.17,1.29,1.68,Designer
3.51,2.43,4.54,1.77,9.48,1.21,1.84,3.63,3.14,2.92,Engineer
1.43,9.47,1.3,2.66,1.0,1.09,3.43,1.66,1.64,2.52,Designer
0.44,1.82,3.08,4.69,1.71,5.55,3.51,8.06,2.67,2.69,Educator
1.47,1.42,3.59,7.32,0.0,1.54,4.4,4.54,1.93,8.24,Manager
0.63,1.75,1.97,6.07,8.34,2.56,3.85,4.51,0.13,1.25,Sports Professional
0.31,1.78,2.97,4.3,7.6,2.75,1.77,3.61,3.51,2.01,Sports Professional
2.28,2.63,1.55,5.76,8.41,2.87,0.78,4.71,3.65,0.04,Sports Professional
0.82,0.8,2.19,5.79,1.0,1.31,8.09,4.01,3.18,4.53,Lawyer
0.74,0.0,3.54,3.28,1.11,7.99,3.23,2.11,4.85,2.2,Healthcare Professional
3.12,3.57,4.82,2.92,8.16,0.87,2.8,2.13,4.6,1.63,Engineer
1.68,1.64,2.97,8.7,0.0,2.79,3.44,3.82,2.24,5.16,Manager
0.62,1.39,1.63,8.72,0.0,1.76,2.94,3.7,3.24,6.68,Manager
2.61,1.42,2.37,3.7,1.71,6.83,4.74,7.88,3.62,3.26,Educator
0.97,2.36,2.84,7.18,2.91,0.34,3.32,6.21,1.96,5.86,Manager
0.0,1.85,2.11,2.91,1.27,7.21,1.81,3.39,6.7,3.02,Healthcare Professional
0.92,2.91,2.47,3.81,8.01,2.84,1.11,4.3,3.03,3.49,Sports Professional
3.03,1.59,6.15,1.55,1.43,2.11,4.62,2.57,8.28,2.98,Researcher
2.14,1.63,4.24,4.25,3.18,5.76,4.75,8.39,2.85,3.64,Educator
4.43,3.21,4.84,2.35,9.41,0.55,1.39,2.15,3.08,2.29,Engineer
1.01,1.41,3.02,4.04,8.6,3.91,3.39,3.28,0.74,3.55,Sports Professional
2.15,1.72,4.75,6.76,1.15,1.3,4.38,4.49,1.86,7.57,Manager
5.18,0.18,6.1,3.4,0.0,1.86,2.68,1.1,3.81,4.68,Analyst
2.24,2.37,5.23,3.5,8.05,0.72,2.13,0.82,2.82,4.4,Engineer
2.77,4.43,4.81,1.88,3.25,0.85,7.24,3.58,7.52,1.99,Researcher
4.07,2.43,4.68,3.71,1.06,1.05,6.2,2.22,8.07,4.21,Researcher
